itemid,ITENNAME,pack,manufacturer,CATG,SUBCATG,mrp
LAM0018,LAMIVIR HBV TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LAM0030,LAM PLUS TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LAM0033,LAMITOR DT 25MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
LAM0038,LAMOSYN 100MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LAM0039,LAMOSYN 25MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LAM0041,LAMEZ 100MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LAM0042,LAMOSYN 50MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LAM0044,LAMEZ 50MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LAM0045,LAMEZ 25MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LAM0064,LAM 0.5MG TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LAM0071,LAMEZ OD 50MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LAM0078,LAMEZ OD 200MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LAM0103,LAMOIST 150ML LOTION,,LA MED HEALTHCARE PVT LTD,PHARMA,LIQUID,
LAM0105,LAMINO HEPA SACHET,,LA RENON HEALTHCARE PVT LTD,FMCG,FOOD & BEVERAGES,
LAM0132,LA MOIST 100GM SOAP,,MED INDIA PVT LTD,FMCG,PERSONAL CARE,
LAM0141,LAMINO NEPHRO  7% INJ,,LEVIN LIFESCIENCES PVT LTD,PHARMA,INJECTION,
LAM0148,LAMIFIN DUSTING POWDER 75G,,CANIXA LIFE SCIENCES PVT LTD,PHARMA,POWDER,
LAM0156,LA MOIST SHOWER GEL 200 ML,,3M INDIA LTD,FMCG,PERSONAL CARE,
LAM0202,LA-MATISSE 100GM CONDITIONER,,INDIABULLS PHARMACEUTICAL LTD,FMCG,LIQUID,
LAM0207,LAMITOR DT-100MG TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
LAM0213,LA MOIST 250GM CREAM,,LA MED HEALTHCARE PVT LTD,PHARMA,OINTMENT,
LAM0221,LAMITOR DT-25MG TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
LAM0222,LAMITOR DT-50MG TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
LAM0226,LAM REST 3MG MD TAB 15'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LAM0229,LAMREST 5MG ORANGE FLAV MD TAB 15'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LAM0230,LAMREST 10MG MD TAB 15'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LAN0002,LAN -30 MG CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
LAN0003,LANOL ER TAB 10'S,,HETERO DRUGS LTD,PHARMA,TABLET,
LAN0008,LANTUS 100IU CARTRIDGE 3ML,,SANOFI AVENTIS INDIA LTD,PHARMA,INJECTION,
LAN0016,LANOXIN 0.25MG TAB 10'S,,GLAXO SMITHKLINE PHARMACEUTICALS LTD,PHARMA,TABLET,
LAN0020,LANZOL 30MG CAP 10'S,,CIPLA LTD,PHARMA,CAPSULE,
LAN0023,LANUM TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAN0028,LANTUS SOLOSTAR 100IU INJ 3ML,,SANOFI AVENTIS INDIA LTD,PHARMA,INJECTION,
LAN0030,LANZOL JUNIOR 30MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LAN0031,LANCETS 25'S LIFESCAN (J&J),,JOHNSON & JOHNSON PVT LTD,SURGICAL,CONSUMABLES,
LAN0102,LANTONERVE CAP 10'S,,AILANTUS LIFE SCIENCES LTD,PHARMA,CAPSULE,
LAN0178,LANZORICH 15MG TAB 10'S,,RAV-RAVENBHEL,PHARMA,TABLET,
LAP0040,LAPEZIL-10MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0021,LARETOL 0.25MCG CAP 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0028,LARINATE 200MG KIT TAB 1'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
LAR0118,LARYNGEAL MASK DISPOSABLE 3 (ROMSONS),,ROM- ROMOSONS LTD.,SURGICAL,CONSUMABLES,
LAR0176,LAREGAB-300 TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0177,LAREGAB AT TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0194,LAREGAB NT TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0196,LARENTINE D-10MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0198,LAREGAB-AT LS TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LAR0201,LAREGAB-100MG CAP 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,CAPSULE,
LAR0206,LARINJECT 50MG INJ 10ML,,LA RENON HEALTHCARE PVT LTD,PHARMA,INJECTION,
LAR0210,LARICON-200MG TAB 6'S,,LAURIL LIFESCIENCES,PHARMA,TABLET,
LAS0001,LASILACTONE 50MG TAB 10'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
LAS0002,LASIX 20MG 2ML INJ,,SANOFI AVENTIS INDIA LTD,PHARMA,INJECTION,
LAS0004,LASIX 40MG TAB 15'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
LAS0014,HIMALAYA LASUNA CAPSULES 60'S,,THE HIMALAYA DRUG COMPANY-(WELLNESS),FMCG,SUPPLEMENTS,
LAS0101,LASHIELD SUNSCREEN GEL,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAS0102,LA SHIELD (SPF 30) 60GM GEL,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAS0103,LASHISMA   3ML SOLUTION,,INTAS PHARMACEUTICALS LTD,PHARMA,DROPS,
LAS0111,LA SHIELD SPF 40 SUNSCREEN GEL 50G/60G,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAS0114,LA SHIELD LITE 30GM GEL,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAS0116,LA SHIELD IR SUNSCREEN GEL 60G,,GLENMARK PHARMACEUTICAL LTD,FMCG,OINTMENT,
LAS0123,LA SHIELD FISICO 50GM SUNSCREEN GEL,,GLENMARK PHARMACEUTICAL LTD,PHARMA,OINTMENT,
LAS0129,LASHIELD SPF 40 PLUS SUN SCREEN SPRAY 150ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
LAS0138,LA SHIELD SPF 40 SUNSCREEN GEL 50G,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAS0139,LA SHIELD SPF 50 SUNSCREEN GEL 50G,,GLENMARK PHARMACEUTICAL LTD,FMCG,PERSONAL CARE,
LAT0002,LATOCOM 2.5ML EYE DROP,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
LAT0005,LATOPROST 0.005%EYE DROPS 2.5ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
LAT0016,LATOPROST - RT 0.005% 2.5ML EYE DROP,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
LAT0018,LATOCOM EYE DROPS 10ML,,CIPLA LTD,PHARMA,DROPS,
LAT0024,LATINA RT 0.005% 2.5ML DROPS,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,DROPS,
LAT0026,LATOCOM CF EYE DROP 5ML,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
LAT0029,LATOCOM-CF 2.5ML EYE DROPS,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,DROPS,
LAT0037,LATEX EXAMINATION GLOVES-M 100'S (SEMUNS),,SEMUNS LABORATORIES,SURGICAL,CONSUMABLES,
LAT0041,LATEX EXAMINATION GLOVES SICHER-M 100'S (JIT & JIT),,JIT-jit&jit,SURGICAL,CONSUMABLES,
LAU0022,LA UVCARE SPF 50+ SUNSCREEN GEL 60ML,,LA BRIS PHARMACEUTICALS,PHARMA,GEL,
LAV0004,LAVETA A TAB 10'S,,ALEMBIC LTD,PHARMA,TABLET,
LAV0005,LAVANABHASKAR CHURAN 60GMS,,DABUR INDIA LTD,FMCG,OTC,
LAV0007,LAVETA M TAB 10'S,,ALEMBIC LTD,PHARMA,TABLET,
LAV0009,LAVETA 30ML SYP,,ALEMBIC LTD,PHARMA,LIQUID,
LAV0026,LAVETA M  60ML  SYP,,ALEMBIC LTD,PHARMA,LIQUID,
LAV0036,LAVETA M KID TAB 10'S,,ALEMBIC LTD,PHARMA,TABLET,
LAV0051,LAVETA 2.5 SYRUP 60ML,,ALEMBIC LTD,PHARMA,LIQUID,
LAX0003,LAXOPEG SACHETS - 17G,,FOURRTS (INDIA) LABORATORIES PVT LTD,PHARMA,POWDER,
LAX0037,LAXITOL SYP 200ML,,MACLEODS PHARMACEUTICALS LTD,PHARMA,LIQUID,
LAX0040,LAXIT SYRUP 100ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
LAX0070,LAXDAY SYP 100ML,,OVERSEAS HEALTH CARE PVT LTD,PHARMA,LIQUID,
LAX0082,LAXIDOC SYRUP 100ML,,MOREPEN LABORATORIES LTD,PHARMA,LIQUID,
LAX0108,LAXOPEG-KID SACHETS (EACH) 8.5G,,FOURRTS (INDIA) LABORATORIES PVT LTD,PHARMA,POWDER,
LAX0117,LAXOPEG 119GM POWDER,,FOURRTS (INDIA) LABORATORIES PVT LTD,PHARMA,POWDER,
LAX0130,LAXAPOT S/F PINE APPLE FLAV POWDER 180G,,VIDAKEM PHARMACEUTICALS PVT LTD,PHARMA,POWDER,
LAX0148,LAXOBIG 150ML S/F SUSP,,FOREGEN HEALTHCARE LTD,PHARMA,LIQUID,
LAX0164,LAXSOL SUSP 200ML,,BEULAH BIOMEDICS LIMITED,PHARMA,LIQUID,
LAX0175,LAXNOVA SOLU 200ML,,TRUWORTH HEALTHCARE,PHARMA,LIQUID,
LAX0182,LAXAPOT S/F ORANGE LEMON FLAV POWDER 90G,,VIDAKEM PHARMACEUTICALS PVT LTD,PHARMA,POWDER,
LAZ0026,LAZON 5MG TAB 10'S,,UNITED LABORATORIES,PHARMA,TABLET,
LAZ0057,LAZENTRA CREAM 15G,,INDOLANDS PHARMA PVT LTD,PHARMA,OINTMENT,
LBR0001,LB-RICH CAP 10'S,,GENEX PHARMA LIMITED,PHARMA,CAPSULE,
LCA0003,L CARNIBEST,,WALLACE PHARMACEUTCALS LTD,PHARMA,TABLET,
LCA0017,L-CARNO SHINE 400MG VANILLA FLAV 150ML,,NUTRIGOLD INDIA PVT LTD,PHARMA,LIQUID,
LCD0001,L C D 125 TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LCF0011,LCFEX 120MG TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LCF0012,LCFEX-MONT TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LCI0002,L-CIN 500MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
LCI0003,L-CIN 750 MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
LCI0004,L-CIN A TAB 5'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
LCI0015,L-CIN OZ SUSPENSION 60ML,,LUPIN LABORATORIES LTD,PHARMA,LIQUID,
LCZ0005,LCZ TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LCZ0010,LCZ 10MG TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LCZ0014,LCZ SYRUP 60ML,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,LIQUID,
LCZ0017,LCZ-PLUS NEW TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LCZ0018,LCZ-MONT OD TAB 10'S,,RAPROSS PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LDB0001,LDBONE-K2 TAB 10'S,,SANKYO LTD,PHARMA,TABLET,
LDH0003,L-DHA PRO 10GM SACHET,,NEXGEN PHARMA PVT LTD,PHARMA,POWDER,
LDZ0001,LDZIN-60K SOFTGEL CAP 4'S,,HS ALDEM HEALTHCARE LTD,PHARMA,CAPSULE,
LDZ0004,LDZIN 60K S/F SOLU 5ML,,HS ALDEM HEALTHCARE LTD,PHARMA,LIQUID,
LEA0049,LEAF-4G SOFTGEL CAP 10'S,,GRE-GREE LEAVES INDIA LTD,PHARMA,CAPSULE,
LEC0001,LECOPE AD TAB 10'S,,MANKIND PHARMA PVT LTD,PHARMA,TABLET,
LEC0002,LECOPE TAB - 5MG,,MANKIND PHARMA PVT LTD,PHARMA,TABLET,
LEC0027,LECOXIB 200 MG TAB 10'S,,ADONIS LABORATORIES PVT LTD,PHARMA,TABLET,
LEC0044,LECOPE M TAB 10'S,,MANKIND PHARMA PVT LTD,PHARMA,TABLET,
LEC0125,LECOWELL TAB 10'S,,IMPILEO LIFESCIENCE,PHARMA,TABLET,
LEE0117,LEE DOTT 10 SACHET 1G,,LEEFORD HEALTH CARE LTD,PHARMA,SACHET,
LEE0118,LEEFRED Q-10 CAP 10'S,,SIS PHARMACEUTICALS,PHARMA,CAPSULE,
LEF0001,LEFRA-10 TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
LEF0002,LEFRA-20 TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
LEF0003,LEFUMIDE 10MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEF0004,LEFNO-10MG TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
LEF0005,LEFNO-20MG TAB 10'S,,IPCA LABORATORIES PVT LTD,PHARMA,TABLET,
LEF0006,LEFUMIDE 20MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEF0007,LEFEN PLUS TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
LEF0008,LEFEN SP TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
LEF0011,LEFEN MR TAB 10'S,,LEBON PHARMACEUTICALS LTD,PHARMA,TABLET,
LEF0041,LEFREE TAB 10'S,,VOGUE PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LEF0065,LE FERITAS CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
LEF0066,LEFEN-MP 80MG/2ML INJ,,LEBON PHARMACEUTICALS LTD,PHARMA,INJECTION,
LEF0075,LEFLUNOMILE 20 TAB 10'S,,STERIS HEALTHCARE PVT LTD,PHARMA,TABLET,
LEF0079,LEFERRIC TAB 10'S,,CELL PURE PHARMACEUTICAL PVT LTD,PHARMA,TABLET,
LEG0038,LEGEN M TAB 10'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
LEG0040,LEGEN M KID TAB 10'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
LEG0041,LEGEN-M KID  PEAD SYP 60ML,,3GEN PHARMACEUTICALS,PHARMA,LIQUID,
LEG0053,LEGEN TAB 15'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
LEK0010,LEKAST TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
LEK0022,LEKOFIRM-G TAB 10'S,,MASABA HEALTHSERIES,PHARMA,TABLET,
LEK0023,LEKOFIRM TAB 10'S,,MASABA HEALTHSERIES,PHARMA,TABLET,
LEM0038,LEMIT 100MG TAB 10'S,,CONSERN PHARMA LTD,PHARMA,TABLET,
LEM0091,LEMET-GP2 SR TAB 10'S,,LEMARK REMEDIES,PHARMA,TABLET,
LEM0094,LEMET-GP 1MG TAB 10'S,,LEMARK REMEDIES,PHARMA,TABLET,
LEN0003,LENANGIO 10MG CAP 10'S ***,,DR REDDY'S LABORATORIES,PHARMA,CAPSULE,
LEN0004,LENANGIO 5MG CAP 10'S,,DR REDDY'S LABORATORIES,PHARMA,CAPSULE,
LEN0008,LENALID CAPS - 5MG,,NATCO PHARMA LTD,PHARMA,TABLET,
LEN0010,LENANGIO 10MG CAP 10'S,,DR REDDY'S LABORATORIES,PHARMA,CAPSULE,
LEN0016,LENALID CAPS - 10MG,,NATCO PHARMA LTD,PHARMA,TABLET,
LEN0030,LENTISOL EYE DROPS 10ML,,ACCUREX BIOMEDICAL PVT.LTD,PHARMA,DROPS,
LEN0046,LENOME 10 MG CAP 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
LEN0083,LENITINE 5ML INJ,,ADONIS LABORATORIES PVT LTD,PHARMA,INJECTION,
LEN0091,LENVIMA 4MG CAP 10'S,,EISAI PHARMACEUTICALS INDIA PVT LTD,PHARMA,CAPSULE,
LEN0102,LENSHIL 4MG CAP 10'S,,SHI-SHILPACHEM,PHARMA,CAPSULE,
LEN0106,LENTECLIN-LB CAP 10'S,,ARISTO PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
LEN0109,LENAC-SP TAB 10'S,,INSTANT REMEDIES PVT LTD,PHARMA,TABLET,
LEN0125,LENZACE SP,,3M INDIA LTD,PHARMA,TABLET,
LEO0002,LEON 500MG TAB 10'S,,DR REDDY'S LABORATORIES,PHARMA,TABLET,
LEP0032,LEPRIDE-MP2 SR TAB 10'S,,LMR PHARMA PVT LTD,PHARMA,TABLET,
LEP0036,LEPRIDE-MP 1/500/15MG TAB 10'S,,BRITTCO PHARMA CARE,PHARMA,TABLET,
LES0003,LESURIDE 25MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LES0018,LESTAR AM TAB,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
LES0021,LESURIDE OD 75 MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LES0023,LESTAR M TAB 10'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
LES0026,LESTAR 10 TAB 10'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
LES0037,LESTAR A CAP 10'S,,ORGANIC PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
LES0043,LESURIDE MPS TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LES0056,LE STAR-5 TAB 10'S,,ORGANIC PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LET0001,LETROZ TAB 2.5MG,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LET0003,LETOVAL 2.5MG TAB 5'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LET0021,LETHYROX 25MG TAB 1'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0022,LETHYROX 50MG TAB 1'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0023,LETHYROX 100MG TAB 1'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0024,LETHYROX 75MG TAB 1'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0042,LETHYROX 125MCG TAB 100'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0047,LETHYROX 12.5MG TAB 30'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0075,LETHYROX 150MCG TAB 50'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0078,LETROZ 2.5MG TAB 30'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LET0079,LETHYROX 12.5MCG TAB 50'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LET0083,LETIL-500MG TAB 10'S,,LEMARK REMEDIES,PHARMA,TABLET,
LET0098,LETROZIT 2.5 TAB 5'S,,GENEUX SCIENCE LABORATORIES,PHARMA,TABLET,
LEU0011,LEUKOPLAST - 2.5/5MT,,BSN-BSN MEDICAL PVT LTD,SURGICAL,RE-HABILITATION,
LEV0001,LEVEMIR FLEXPEN 100I.U INJ,,ABBOTT INDIA LIMITED,PHARMA,INJECTION,
LEV0003,LEVESAM 500MG TAB 15'S,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
LEV0004,LEVIPIL 250MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0005,LEVIPIL 500MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0012,LEVODAY 500MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
LEV0015,LEVOFLOX 250MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0016,LEVOFLOX 500MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0018,LEVOLIN  100ML  SYP,,CIPLA LTD,PHARMA,LIQUID,
LEV0019,LEVOLIN - 1MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0020,LEVOLIN 0.63MG RESPULES,,CIPLA LTD,PHARMA,INHALER,
LEV0021,LEVOLIN 1.25MG RESPULES,,CIPLA LTD,PHARMA,INHALER,
LEV0022,LEVOLIN 200MD INHALER,,CIPLA LTD,PHARMA,INHALER,
LEV0023,LEVOLIN ROTACAP 30'S,,CIPLA LTD,PHARMA,CAPSULE,
LEV0029,LEVORID- D TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0031,LEVOSIZ 5MG TAB 10'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
LEV0037,LEVROXA 500MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
LEV0038,LEVROXA 750MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
LEV0039,LEVIPIL 750MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0044,LEVOBACT 750MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
LEV0046,LEVOFLOX 750MG TAB 5'S,,CIPLA LTD,PHARMA,TABLET,
LEV0049,LEVORID 5MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0050,LEVOCET 5MG TAB 10'S,,HETERO DRUGS LTD,PHARMA,TABLET,
LEV0052,LEVOLIN 2MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0054,LEVERA-250MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0055,LEVERA-500MG TAB 15's,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0056,LEVOLIN 0.31MG RESPULES,,CIPLA LTD,PHARMA,INHALER,
LEV0057,LEVERA 100MG SOLUTION 100ML,,INTAS PHARMACEUTICALS LTD,PHARMA,LIQUID,
LEV0059,LEVIPIL 5ML INJ,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,INJECTION,
LEV0062,LEVOLIN INHALER 50 MCG,,CIPLA LTD,PHARMA,INHALER,
LEV0080,LEVAZEO 25MG TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
LEV0107,LEVIPIL 1GM TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0110,LEVERA 750MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0132,LEVIPILL 100ML SYRUP,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,LIQUID,
LEV0146,LEVERA XR 500MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0164,LEVERA 1000MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0188,LEVERA XR 750MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
LEV0213,LEVENUE  500MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
LEV0225,LEVIPIL XR 500MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0229,LEVIPIL XR 1GM TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
LEV0232,LEVILEX 500MG TAB 10'S,,MSN LABORATORIES LTD,PHARMA,TABLET,
LEV0258,LEVESAM SOL. 100ML,,ABBOTT INDIA LIMITED,PHARMA,LIQUID,
LEV0271,LEVOPRIDE TAB 10'S,,WALLACE PHARMACEUTCALS LTD,PHARMA,TABLET,
LEV0299,LEVEMIR FLEXPEN - INJ,,ABBOTT INDIA LIMITED,PHARMA,INJECTION,
LEV0362,LEVACETAM 500MG TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
LEV0372,LEVOGASTROL OD 75MG TAB 10'S,,ALEMBIC LTD,PHARMA,TABLET,
LEV0417,LEVOSTATE 500MG TAB 10'S,,ORGANIC PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LEV0427,LEVEPSY 500MG  TAB 15's,,CIPLA LTD,PHARMA,TABLET,
LEV0498,LEVENUE 250MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
LEV0544,LEVENUE SYP 100 ML,,ALKEM LABORATORIES LTD,PHARMA,LIQUID,
LEV0549,LEVETAS 500MG TAB 10'S,,TAS MEDS INDIA PVT LTD,PHARMA,TABLET,
LEV0572,LEVEPSY 1000MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0573,LEVEPSY 750MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
LEV0577,LEVTRO 5MG TAB 10'S,,VICTRO PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
LEV0581,LEVEPSY 100ML  SYRUP,,CIPLA LTD,PHARMA,LIQUID,
LEV0583,LEVIGRESS 500MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LEV0584,LEVIGRESS 750MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LEV0588,LEVEMEX-500MG TAB 10'S,,ICON LIFE SCIENCES PVT LTD,PHARMA,TABLET,
LEV0608,LEVECON 500MG TAB,,CONSERN PHARMA LTD,PHARMA,TABLET,
LEV0616,LEVENUE ER 1000MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
LEV0623,LEVOTEL M TAB 10'S,,GRAPPLE LIFE SCIENCES PVT LTD,PHARMA,TABLET,
LEV0726,LEVOTIZ PLUS SYP 60ML,,FOREGEN HEALTHCARE LTD,PHARMA,LIQUID,
LEV0755,LEVOLIN PLUS SYP 100ML,,CIPLA LTD,PHARMA,LIQUID,
LEV0777,LEVAPRIDE 25MG TAB 10'S,,CAR-CARE & CURE HERBS,PHARMA,TABLET,
LEV0791,LEVIGRESS-1000MG TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
LEV0811,LEVOCET 2.5MG SYP 60ML,,HETERO DRUGS LTD,PHARMA,LIQUID,
LEV0820,LEVITOM-500MG TAB 10'S,,SALVUS PHARMA,PHARMA,TABLET,
LEV0831,LEVERA DT 250MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
