item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
DTA0015,dtake 50 tab 10's,dtake 50 tablet 10s,379327,12.5,DTA0015,dtake 50 tab 10's,KURESYS LABS PVT LTD
DTA0016,dtake 100 tab 10's,dtake 100 tablet 10s,379326,24.9,DTA0016,dtake 100 tab 10's,KURESYS LABS PVT LTD
DUT0063,dutanol-0.5mg tab 10's,dutanol 0.5mg tablet 10s,380857,13.7,DUT0063,dutanol-0.5mg tab 10's,KNOLL HEALTH CARE PVT LTD
DVI0014,dvive 60k tab 4's,dvive 60k tablet 4s,182688,23.84,DVI0014,dvive 60k tab 4's,ALTEUS BIOGENICS PVT LTD
DYD0011,dydrojoy 10 tab 10's,dydrojoy 10mg tablet 10s,377836,55,DYD0011,dydrojoy 10 tab 10's,ARISTO PHARMACEUTICALS PVT LTD
EAZ0019,eazypalm tab 10's,eazypalm tablet 10s,380202,37.5,EAZ0019,eazypalm tab 10's,VANPROM LIFESCIENCES PVT LTD
EDY0001,edyra tab 10's,edyra tablet 10s,381202,29.8,EDY0001,edyra tab 10's,KAYRA INNOPHARM PVT LTD
ELG0020,elgem tab 10's,elgem tablet 10s,380661,12.5,ELG0020,elgem tab 10's,LA MED HEALTHCARE PVT LTD
EMB0056,embia 180 tab 10's,embia 180mg tablet 10s,378636,24,EMB0056,embia 180 tab 10's,AJANTA PHARMA LTD
EME0103,emestat-plus tab 15's,emestat plus tablet 15s,379167,7.7,EME0103,emestat-plus tab 15's,OBSURGE BIOTECH PVT LTD
EMI0080,emildap 10 tab 15's,emildap 10mg tablet 15s,380387,14.9,EMI0080,emildap 10 tab 15's,EMCURE PHARMACEUTICALS LTD
EMI0082,emildap-s 5/50mg tab 10's,emildap s 5mg/50mg tablet 10s,377706,19.9,EMI0082,emildap-s 5/50mg tab 10's,EMCURE PHARMACEUTICALS LTD
EMI0083,emildap-s 10/100mg tab 10's,emildap s 10mg/100mg tablet 10s,377707,19.9,EMI0083,emildap-s 10/100mg tab 10's,EMCURE PHARMACEUTICALS LTD
EMI0085,emildap-s 10/50mg tab 10's,emildap s 10mg/50mg tablet 10s,377852,19.9,EMI0085,emildap-s 10/50mg tab 10's,EMCURE PHARMACEUTICALS LTD
ENF0035,enfolate md tab 10's,enfolate tablet 10s,186778,14.5,ENF0035,enfolate md tab 10's,NAVIL LABORATORIES PVT LTD
ENZ0228,enzyl 160 tab 7's,enzyl 160 tablet 7s,382779,920,ENZ0228,enzyl 160 tab 7's,SUN PHARMACEUTICAL INDUSTRIES LTD
ERO0048,erovit lp tab 10's,erovit lp tablet 10s,188285,6.9,ERO0048,erovit lp tab 10's,ATON LABS
ESF0005,esfolin plus tab 10's,esfolin plus tablet 10s,188596,9.9,ESF0005,esfolin plus tab 10's,3M INDIA LTD
ESF0009,esfix 100mg dt tab 10's,esfix 100mg tablet dt 10s,188591,6.6,ESF0009,esfix 100mg dt tab 10's,ESMATRIX LIFE SCIENCES PVT LTD
ESI0020,esitor forte tab(1x10),esitor forte tablet 10s,188640,7.9,ESI0020,esitor forte tab(1x10),LAA PHARMACETICALS PVT LTD
ESI0081,esiloc fast 40mg tab 10's,esiloc fast 40mg tablet 10s,380414,9,ESI0081,esiloc fast 40mg tab 10's,CADILA HEALTHCARE LTD
EST0199,estuchol 150mg tab 15's,estuchol 150mg tablet 15s,380260,19.79,EST0199,estuchol 150mg tab 15's,LUPIN LABORATORIES LTD
ETI0167,etilax plus 10 tab 10's,etilax plus 10mg tablet 10s,379669,12.6,ETI0167,etilax plus 10 tab 10's,UNIMARCK HEALTHCARE LTD
EVO0028,evolex tab 10's,evolex tablet 10s,190622,1.07,EVO0028,evolex tab 10's,SANDOZ INDIA LTD
EXE0006,exermet 1000mg tab 10's,exermet 1000 tablet sr 10s,190819,3.55,EXE0006,exermet 1000mg tab 10's,CIPLA LTD
EXT0157,extraflex gsm tab 30's,extraflex-gsm tablet 30s,379396,990,EXT0157,extraflex gsm tab 30's,MRL PHARMA PVT LTD
F9M0003,f9m-hb tab 10's,f9m hb tablet 10s,379149,12.7,F9M0003,f9m-hb tab 10's,BIOSTREAK PHARMACEUTICALS
FAV0029,favenza 200mg tab 34's,favenza 200mg tablet 34s,376682,1870,FAV0029,favenza 200mg tab 34's,FDC LTD
FAX0028,faxapix-2.5 tab 10's,faxapix 2.5mg tablet 10s,378563,12,FAX0028,faxapix-2.5 tab 10's,LA RENON HEALTHCARE PVT LTD
FAZ0016,fazin-10mg tab 10's,fazin 10mg tablet 10s,382872,12,FAZ0016,fazin-10mg tab 10's,FAITH PHARMACEUTICALS LTD
FEP0008,fepamol 650mg tab 10's,fepamol 650mg tablet 10s,193168,2.2,FEP0008,fepamol 650mg tab 10's,EAST WEST PHARMACEUTICALS PVT LTD
FEP0021,fe-plus tab 15s,fe plus tablet 15s,192365,10.33,FEP0021,fe-plus tab 15s,INTAS PHARMACEUTICALS LTD
FER0003,feredet tab 10's,feredet tablet 10s,193243,5.72,FER0003,feredet tab 10's,THEMIS PHARMACEUTICALS LTD
FER0096,ferikind z tab 10's,ferikind z tablet 10s,193324,8.47,FER0096,ferikind z tab 10's,LIFE STAR PHARMA PVT LTD
FER0274,ferro plus tab 30's,ferro plus tablet 30s,193605,2.4,FER0274,ferro plus tab 30's,ELF-ELFOS
FER0355,ferrofit tab 30's,ferrofit tablet 30s,193623,2.25,FER0355,ferrofit tab 30's,MERIDIAN HEALTHCARE
FER0365,feronext tab 10's,feronext tablet 10s,193523,7,FER0365,feronext tab 10's,NANZ MED SCIENCE PHARMA PVT LTD
FER0452,ferrohext tab 10's,ferrohext tablet 10s,193629,7,FER0452,ferrohext tab 10's,SANOFI AVENTIS INDIA LTD
FER0472,feriaux tab 10's,feriaux tablet 10s,193272,8.5,FER0472,feriaux tab 10's,GENIAL
FER0502,feriful xt tab 10's,feriful xt tablet 10s,193316,10.16,FER0502,feriful xt tab 10's,GALPHA LABORATARIES LTD
FER0963,fertion-xt tab 10's,fertion xt tablet 10s,378316,11,FER0963,fertion-xt tab 10's,OSTEON PHARMA PVT LTD
FER1148,ferceives tab 10's,ferceives tablet 10s,381528,27.7,FER1148,ferceives tab 10's,BIOSTREAK PHARMACEUTICALS
FES0027,festa tab 10's ***,festa tablet 10s,193799,3.9,FES0027,festa tab 10's ***,ELTISS PVT LTD
FET0002,fetum tab 10's,fetum tablet 10s,193835,8.95,FET0002,fetum tab 10's,WYF-WYFAX LT
FET0034,fetoprin sr 40 tab 10's,fetoprin sr 40mg tablet 10s,380133,12,FET0034,fetoprin sr 40 tab 10's,MKV PHARMA PVT LTD
FET0035,feton-xt tab 10's,feton tablet 10s,379064,14.99,FET0035,feton-xt tab 10's,LINCOLIN PHARMACEUTICALS LTD
FEX0194,fexacta tab 10's,fexacta tablet 10s,380865,10,FEX0194,fexacta tab 10's,REJUVA HEALTHCARE LTD
FEX0246,fexair 120 tab 10's,fexair 120mg tablet 10s,380454,16.5,FEX0246,fexair 120 tab 10's,TROIKAA PHARMACEUTICALS
FEX0247,fexair 180 tab 10's,fexair 180mg tablet 10s,380453,19.8,FEX0247,fexair 180 tab 10's,TROIKAA PHARMACEUTICALS
FIB0142,fibroset tab 10's,fibroset tablet 10s,380522,33,FIB0142,fibroset tab 10's,SUNDYOTA NUMANDIS PHARMACEUTICLAS PVT LTD
FIL0006,filcal-k tab 10's,filcal k tablet 10s,194339,9.5,FIL0006,filcal-k tab 10's,FOURRTS (INDIA) LABORATORIES PVT LTD
FIN0256,fine-q tab 10's,fine q tablet 10s,382974,49.9,FIN0256,fine-q tab 10's,YENISOWL PHARMACEUTICALS
FIN0310,finast 1mg tab 10's,finast 1mg tablet 10s,377571,9,FIN0310,finast 1mg tab 10's,TORRENT PHARMACEUTICALS LTD
FLA0289,flamitor -sp tab 10's,flamitor sp tablet 10s,382018,9.8,FLA0289,flamitor -sp tab 10's,MAX CARE INDIA PVT LTD
FLI0032,flitraz tab 10's,flitraz tablet 10s,380049,5.5,FLI0032,flitraz tab 10's,LINUX LABORATORIES PVT LTD
FLU0144,flukem-150mg tab 2's ***,flukem 150mg tablet 2s,381220,12.03,FLU0144,flukem-150mg tab 2's ***,ALKEM LABORATORIES LTD
FLU0758,flukem-150mg tab 2's,flukem 150mg tablet 2s,381220,12.97,FLU0758,flukem-150mg tab 2's,ALKEM LABORATORIES LTD
FLU0874,flutrameli-0.5/10 tab 10's,flutrameli 0.5mg/10mg tablet 10s,380347,9,FLU0874,flutrameli-0.5/10 tab 10's,LA RENON HEALTHCARE PVT LTD
FOL0047,folliderm tab 10's,folliderm tablet 10s,197039,8.8,FOL0047,folliderm tab 10's,NICHOLAS PIRAMAL INDIA LTD
FOL0051,foliripe tab 10's,foliripe tablet 10s,196976,34.4,FOL0051,foliripe tab 10's,ALEMBIC LTD
FOL0252,foliage m tab (1x10),foliage m tablet 10s,196817,4.5,FOL0252,foliage m tab (1x10),CYPER HEALTHCARE LTD
FOL0260,folib plus tab 10's,folib plus tablet 10s,196825,3.6,FOL0260,folib plus tab 10's,GRANDIX PHARMACEUTICALS LTD
FOL0596,folicon-m tab 10's,folicon m tablet 10s,196857,5,FOL0596,folicon-m tab 10's,UNICORN BIOSCIENCES PRIVATE LIMITED
FOL0857,folecal-cd tab 10's,folecal cd tablet 10s,380008,13.8,FOL0857,folecal-cd tab 10's,KURENOVA PHARMACEUTICALS
FOR0076,forzest 20mg tab 4's,forzest 20 tablet 4s,197622,53.38,FOR0076,forzest 20mg tab 4's,SUN PHARMACEUTICAL INDUSTRIES LTD
FOR0390,forcez-500mg tab 10's,forcez 500mg tablet 10s,197275,48,FOR0390,forcez-500mg tab 10's,LAKSUN LIFE SCIENCES
FOR0555,formin pg 1mg tab 10s,formin pg 1 tablet sr 10s,197411,17,FOR0555,formin pg 1mg tab 10s,3M INDIA LTD
FRE0369,freenac sr 200 tab 10's,freenac sr 200mg tablet 10s,381154,7.44,FRE0369,freenac sr 200 tab 10's,HBC LIFESCIENCE PVT LTD
FRI0001,frisium  5mg  tab 10's,frisium 5 tablet 10s,198143,5.01,FRI0001,frisium  5mg  tab 10's,SANOFI AVENTIS INDIA LTD
GAB0516,gabagrand-nt 400/10 tab 10's,gabagrand nt 400mg/10mg tablet 10s,381101,19,GAB0516,gabagrand-nt 400/10 tab 10's,GRANDCURE HEALTHCARE PVT LTD
GAB0582,gabastar-nt 400 tab 10's,gabastar nt 400mg tablet 10s,377713,15.5,GAB0582,gabastar-nt 400 tab 10's,LUPIN LABORATORIES LTD
GAR0691,gardenal 60mg tablet 20s,gardenal 60mg tablet 20s,381707,59.05,GAR0691,gardenal 60mg tablet 20s,3M INDIA LTD
GDE0001,g-detox 500 tab 10's,g detox 500mg tablet 10s,380764,85,GDE0001,g-detox 500 tab 10's,AMYTREE PHARMACEUTICALS
GEN0059,genew plus tab 10's,genew plus tablet 10s,200737,10.59,GEN0059,genew plus tab 10's,GERMAN REMEDIES LTD
GLI1501,glimfirst m2 forte tab 15's,glimfirst m2 forte tablet 15s,379214,9.23,GLI1501,glimfirst m2 forte tab 15's,SINSAN PHARMACEUTICALS PVT LTD
GLI1508,glimfirst 1mg tab 15's,glimfirst 1mg tablet 15s,380888,2.33,GLI1508,glimfirst 1mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
GLI1510,glimfirst m1 tab 15's,glimfirst m1 tablet 15s,379217,4.95,GLI1510,glimfirst m1 tab 15's,SINSAN PHARMACEUTICALS PVT LTD
GLI1629,glimfirst m1 forte tab 15's,glimfirst m1 forte tablet 15s,379215,7.03,GLI1629,glimfirst m1 forte tab 15's,SINSAN PHARMACEUTICALS PVT LTD
GLI2110,glipiday 2mg tab 14s,glipiday 2mg tablet pr 14s,379717,193,GLI2110,glipiday 2mg tab 14s,3M INDIA LTD
GLU0502,glutapure tab 10's,glutapure tablet 10s,381300,39,GLU0502,glutapure tab 10's,ADONIS LABORATORIES PVT LTD
GLU0710,glucosome tab 10's,glucosome tablet 10s,379707,39,GLU0710,glucosome tab 10's,NUCLEOSOME CARE PHARMA LLP
GLU0813,gluflozin mf 10/500mg tab 15's,gluflozin mf 10mg/500mg tablet 15s,378071,10.8,GLU0813,gluflozin mf 10/500mg tab 15's,ARISTO PHARMACEUTICALS PVT LTD
GLU0814,gluflozin mf forte 10/1000mg tab 15's,gluflozin mf forte 10mg/1000mg tablet 15s,377715,12.47,GLU0814,gluflozin mf forte 10/1000mg tab 15's,ARISTO PHARMACEUTICALS PVT LTD
GLU0839,glukohmega-plus tab 10's,glukohmega plus tablet 10s,381023,89.9,GLU0839,glukohmega-plus tab 10's,NEW HEALTH ORDER - NHO
GLU0842,gluxit-s 10/100 tab 10's,gluxit s 10mg/100mg tablet 10s,377374,20,GLU0842,gluxit-s 10/100 tab 10's,ERIS LIFE SCIENCES LTD
GLU0843,gluxit-s 5/50 tab 10's,gluxit s 5mg/50mg tablet 10s,377373,12,GLU0843,gluxit-s 5/50 tab 10's,ERIS LIFE SCIENCES LTD
GLY0422,glycekrom tab 10's,glycekrom tablet 10s,203857,7.9,GLY0422,glycekrom tab 10's,WOCKHARDT LTD
GLY0458,glytrate 2.6mg tab (1x30),glytrate 2.6mg tablet 30s,204231,110,GLY0458,glytrate 2.6mg tab (1x30),ECON HEALTHCARE PVT LTD
GLY0713,glysartan ct-40 tab 10's,glysartan ct 40mg tablet 10s,381944,10.9,GLY0713,glysartan ct-40 tab 10's,GLYNIS PHARMACEUTICALS PVT LTD
GOL0036,gold os tab 10's,gold os tablet 10s,378532,9.99,GOL0036,gold os tab 10's,3M INDIA LTD
GRA0222,grampos 600mg tab 4's,grampos 600mg tablet 4s,379255,12,GRA0222,grampos 600mg tab 4's,LOGOS PHARMA LTD
GSH0003,gsh-forte tab 10's,gsh forte tablet 10s,382504,79.9,GSH0003,gsh-forte tab 10's,GENERAL MEDICINE THERAPEUTICS PVT LTD
GSM0002,gsm-forte tab 10's,gsm forte tablet 10s,383072,29.5,GSM0002,gsm-forte tab 10's,FOREGEN HEALTHCARE LTD
HAI0112,hairage plus tab 10's,hairage plus tablet 10s,380957,15,HAI0112,hairage plus tab 10's,RIVPRA FORMULATION PVT LTD
HBG0008,hbgrace  xt tab 10's,hbgrace xt tablet 10s,382813,13.5,HBG0008,hbgrace  xt tab 10's,STANLEY HEALTHCARE PVT LTD
HCQ0004,hcqs-200mg tab 10's,hcqs 200 tablet 10s,207543,6.61,HCQ0004,hcqs-200mg tab 10's,IPCA LABORATORIES PVT LTD
HEM0278,hemoshine tab 10's,hemoshine tablet 10s,381680,9.6,HEM0278,hemoshine tab 10's,ALCEA BIOTECH PVT LTD
HEP0055,hepatogard forte tab 10's,hepatogard forte tablet 10s,209629,2.93,HEP0055,hepatogard forte tab 10's,3M INDIA LTD
HER0028,himalaya herbolax tab 100's,himalaya herbolax tablet 100s,364438,100,HER0028,himalaya herbolax tab 100's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
HER0201,herduo 250mg tab 30's,herduo 250mg tablet 30s,380422,6000,HER0201,herduo 250mg tab 30's,NATCO PHARMA LTD
HET0057,hetram 2mg tab 10's,hetram 2mg tablet 10s,379465,9,HET0057,hetram 2mg tab 10's,HETERO HEALTHCARE LTD
HET0058,hetram 4mg tab 10's,hetram 4mg tablet 10s,379466,14,HET0058,hetram 4mg tab 10's,HETERO HEALTHCARE LTD
HET0059,hetram 6mg tab 10's,hetram 6mg tablet 10s,379467,22,HET0059,hetram 6mg tab 10's,HETERO HEALTHCARE LTD
HHC0011,hhcefi 200mg tab 10's,hhcefi 200mg tablet 10s,378420,9.5,HHC0011,hhcefi 200mg tab 10's,HEGDE & HEGDE PHARMACEUTICALS PVT LTD
HIM0999,himalaya methi tab 60s,himalaya methi tablet 60s,380026,152,HIM0999,himalaya methi tab 60s,3M INDIA LTD
HQT0003,hqtor 300mg tab 10's,hqtor 300mg tablet 10s,377202,14.05,HQT0003,hqtor 300mg tab 10's,TORRENT PHARMACEUTICALS LTD
IBU0020,ibuprofen 400mg tab 10's,ibuprofen 400mg tablet 10s,213003,0.7,IBU0020,ibuprofen 400mg tab 10's,CIPLA LTD
IFI0022,ifimox 0.2 tab 10's,ifimox 0.2mg tablet 10s,380431,8,IFI0022,ifimox 0.2 tab 10's,JBCHEMICALS & PHARMA LTD
IGN0012,ignalis 100 tab 10's,ignalis 100mg tablet 10s,377283,13.5,IGN0012,ignalis 100 tab 10's,INTAS PHARMACEUTICALS LTD
IGN0013,ignalis-m 50/1000 tab 10's,ignalis m 50mg/1000mg tablet er 10s,377280,10.5,IGN0013,ignalis-m 50/1000 tab 10's,INTAS PHARMACEUTICALS LTD
IGN0014,ignalis-m 100/1000 tab 10's,ignalis m 100mg/1000mg tablet er 10s,377281,14.9,IGN0014,ignalis-m 100/1000 tab 10's,INTAS PHARMACEUTICALS LTD
IGN0015,ignalis 50 tab 10's,ignalis 50mg tablet 10s,377282,9,IGN0015,ignalis 50 tab 10's,INTAS PHARMACEUTICALS LTD
IGN0016,ignalis-m 50/500 tab 10's,ignalis m 50mg/500mg tablet 10s,381005,9.9,IGN0016,ignalis-m 50/500 tab 10's,INTAS PHARMACEUTICALS LTD
IGN0017,ignalis-m ir 50/500 tab 10's,ignalis m ir 50mg/500mg tablet 10s,377278,9.5,IGN0017,ignalis-m ir 50/500 tab 10's,INTAS PHARMACEUTICALS LTD
ILA0007,iladac 5mg tab 10's,iladac 5mg tablet 10s,382759,5,ILA0007,iladac 5mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
IMM0210,immunace extra tab 10's,immunace extra tablet 10s,380175,14.5,IMM0210,immunace extra tab 10's,MEYER ORGANICS PVT LTD
IMU0112,imunstem tab 10's,imunstem tablet 10s,381553,99,IMU0112,imunstem tab 10's,DINARA HEALTHCARE
IMU0114,imunbon tab 10's,imunbon tablet 10s,379681,18,IMU0114,imunbon tab 10's,SUBHYOG PHARMACEUTICALS  PVT LTD
IRE0004,iressa 250mg tab 10's,iressa 250mg tablet 10s,215935,425.67,IRE0004,iressa 250mg tab 10's,ASTRA ZENECA PHARMA INDIA LTD
IRO0008,iross xt tab 10's,iross xt tablet 10s,216045,9.5,IRO0008,iross xt tab 10's,YASH PHARMA LAB PVT LTD
ISR0006,isryl m 2 forte tab 10's,isryl m 2 forte tablet sr 10s,216398,5.7,ISR0006,isryl m 2 forte tab 10's,SYSTOPIC LABORATORIESS PVT LTD
IVA0084,ivabid od 15mg pr tab 10's,ivabid od 15mg tablet 10s,376851,45,IVA0084,ivabid od 15mg pr tab 10's,ABBOTT INDIA LIMITED
IVA0104,ivanode od 10 tab 10's,ivanode od 10mg tablet 10s,377211,34,IVA0104,ivanode od 10 tab 10's,TORRENT PHARMACEUTICALS LTD
IVA0119,ivamac 7.5 tab 10's,ivamac 7.5mg tablet 10s,383529,28,IVA0119,ivamac 7.5 tab 10's,MACLEODS PHARMACEUTICALS LTD
IVE0072,ivervirl 12mg tab 10's,ivervirl 12mg tablet 10s,381683,40,IVE0072,ivervirl 12mg tab 10's,AKUMENTIS HEALTHCARE LTD
IVE0120,ivermectin 12 tab 10's,ivermectin 12mg tablet 10s,217008,36,IVE0120,ivermectin 12 tab 10's,ELDER PHARMACEUTICALS LTD
IVE0144,iverlax-12 tab 10's,iverlax 12mg tablet 10s,381881,29.9,IVE0144,iverlax-12 tab 10's,HELAX HEALTH CARE PVT LTD
IVE0150,iverbest-12 tab 10's,iverbest 12mg tablet dt 10s,380825,30,IVE0150,iverbest-12 tab 10's,ELDER PHARMACEUTICALS LTD
JAK0015,jakavi 5mg tab 10's,jakavi 5mg tablet 10s,379854,2148,JAK0015,jakavi 5mg tab 10's,NOVARTIS INDIA LTD
JAN0042,janumet 50/1000mg tab 14's,janumet 50mg/1000mg tablet 14s,378256,26,JAN0042,janumet 50/1000mg tab 14's,MSD PHARMACEUTICALS PVT LTD
JAN0051,jankey 50 tab 15's,jankey 50mg tablet 15s,377710,9,JAN0051,jankey 50 tab 15's,CADILA HEALTHCARE LTD
JAN0052,jankey 100 tab 15's,jankey 100mg tablet 15s,380413,13.5,JAN0052,jankey 100 tab 15's,CADILA HEALTHCARE LTD
JAN0053,jankey m 500 tab 15's,jankey m 500mg tablet sr 15s,377709,10.9,JAN0053,jankey m 500 tab 15's,CADILA HEALTHCARE LTD
JAN0054,jankey m 1000 tab 15's,jankey m 1000mg tablet sr 15s,377708,13,JAN0054,jankey m 1000 tab 15's,CADILA HEALTHCARE LTD
JCQ0003,jcq-b tab 10's,jcq b tablet 10s,380714,45,JCQ0003,jcq-b tab 10's,JOINT CARE PHARMACEUTICALS LTD
JIV0021,jiva diatrin tablets 120's,jiva diatrin tablet 120s,217877,60,JIV0021,jiva diatrin tablets 120's,JIVA AYURVEDIC PHARMACY LTD.
JIV0033,jiva ashwagandha tablet 60's,jiva ashwagandha tablet 60s,217845,98,JIV0033,jiva ashwagandha tablet 60's,JIVA AYURVEDIC PHARMACY LTD.
JUA0001,juan 50 mg tab 10's,juan 50mg tablet 10s,218898,26.94,JUA0001,juan 50 mg tab 10's,SOLUS PHARMACEUTICALS
JUB0054,jubivilda 50 m forte tab 15's,jubivilda 50 m forte tablet 15s,379079,8.4,JUB0054,jubivilda 50 m forte tab 15's,JUBILANT LIFESCIENCES LTD
JUB0055,jubivilda 50 m tab 15's,jubivilda 50 m tablet 15s,379008,7.67,JUB0055,jubivilda 50 m tab 15's,JUBILANT LIFESCIENCES LTD
KAL0032,kaloree-1 tab 400's,kaloree 1 tablet 400s,219539,0.4,KAL0032,kaloree-1 tab 400's,AYU-AYURVEDIC
KAL0149,kalza-k2 tab 10's,kalza k2 tablet 10s,380850,16.5,KAL0149,kalza-k2 tab 10's,DESONS THERAPEUTICS PVT LTD
KAL0167,kalbase-hd tab 10's,kalbase hd tablet 10s,378972,19.9,KAL0167,kalbase-hd tab 10's,BIOBERICA LABS INDIA PVT LTD
KAM0195,kaminar tab 10's,kaminar tablet 10s,381849,2600,KAM0195,kaminar tab 10's,EXTIMUS HEALTHCARE PVT LTD
KAT0008,katz  tab 10's,katz mr tablet 10s,385642,6.95,KAT0008,katz  tab 10's,PEBBLE PHARMACEUTICALS
KET0614,ketovibe tab 10's,ketovibe tablet 10s,381539,59,KET0614,ketovibe tab 10's,RENCORD PHARMACEUTICALS LTD
KOF0101,koff-go plus tab 10's ***,koff go plus tablet 10s,222664,3.96,KOF0101,koff-go plus tab 10's ***,TORQUE PHARMACEUTICALS PVT LTD
KOL0129,kollamine-d tab 10's,kollamine d tablet 10s,380709,38,KOL0129,kollamine-d tab 10's,K HEALTHCARE
KPI0010,k pio 15mg tab 10s,k pio 15mg tablet 10s,223005,33,KPI0010,k pio 15mg tab 10s,3M INDIA LTD
KVA0004,kvalitet tab 10's,kvalitet tablet 10s,382891,888,KVA0004,kvalitet tab 10's,YENISOWL PHARMACEUTICALS
KYR0006,kyroza 20mg tab 10's,kyroza 20mg tablet 10s,382829,21.8,KYR0006,kyroza 20mg tab 10's,KAYRA INNOPHARM PVT LTD
KYR0007,kyroza 10mg tab 10's,kyroza 10mg tablet 10s,382830,11.9,KYR0007,kyroza 10mg tab 10's,KAYRA INNOPHARM PVT LTD
LAR0245,laregab-m 100/500 tab 10's,laregab m 100mg/500mg tablet 10s,380361,11.8,LAR0245,laregab-m 100/500 tab 10's,LA RENON HEALTHCARE PVT LTD
LAR0246,laregab-m 300/500 tab 10's,laregab m 300mg/500mg tablet 10s,380360,21,LAR0246,laregab-m 300/500 tab 10's,LA RENON HEALTHCARE PVT LTD
LAZ0008,lazid n 30's tab,lazid n tablet 30s,225271,19.62,LAZ0008,lazid n 30's tab,EMCURE PHARMACEUTICALS LTD
LEG0060,legicare 25 tab 10's,legicare 25mg tablet 10s,378259,56,LEG0060,legicare 25 tab 10's,D-CURE PHARMACEUTICALS PVT LTD
LEP0003,leptaden 50's tab,leptaden tablet 50s,226346,0.88,LEP0003,leptaden 50's tab,ALARSIN PHARMACEUTICALS LTD
LEP0039,leppra 500 tab 10's,leppra 500mg tablet 10s,382270,13.2,LEP0039,leppra 500 tab 10's,SOLARIUM PHARMACEUTICALS
LET0060,letall 2.5mg tab 5's,letall 2.5mg tablet 5s,226475,27.8,LET0060,letall 2.5mg tab 5's,INTAS PHARMACEUTICALS LTD
LET0097,letor 2.5 tab 14's,letor 2.5mg tablet 14s,381105,45,LET0097,letor 2.5 tab 14's,AXIOMMAX ONCOLOGY PVT LTD
LEV0064,levocetirizine 5mg tab 10's,levocetirizine 5 mg tablet 10s,226951,3.5,LEV0064,levocetirizine 5mg tab 10's,GNC-GENERICS
LEV0177,levin 100mg tab 30s,levin 100 mg tablet 30s,226806,116.33,LEV0177,levin 100mg tab 30s,DR REDDY'S LABORATORIES
LEV0760,levod-plus tab 10's,levod plus tablet 10s,379072,5.5,LEV0760,levod-plus tab 10's,HUMAN PHARMACEUTICALS
LEV0798,levenue er 500mg tab 10's,levenue 500mg tablet 10s,226706,11.77,LEV0798,levenue er 500mg tab 10's,ALKEM LABORATORIES LTD
LEV1014,levomint tab 10's,levomint tablet 10s,227235,10,LEV1014,levomint tab 10's,SELURIA PHARMACEUTICALS
LEV1072,levexx-1gm tab 10's,levexx 1gm tablet 10s,377926,25,LEV1072,levexx-1gm tab 10's,ZYDUS PHARMA LTD
LI10001,li 150mg tab 15's,li 150mg tablet 15s,381028,4.07,LI10001,li 150mg tab 15's,ALTEUS BIOGENICS PVT LTD
LIM0051,limevita-d tab 15s,limevita d tablet 15s,228206,4.33,LIM0051,limevita-d tab 15s,ANAX PHARMA PVT LTD
LIN0296,linezolid 600mg tab 10's,linezolid 600mg tablet 10s,228342,34.73,LIN0296,linezolid 600mg tab 10's,ELDER PHARMACEUTICALS LTD
LIN0329,linamac 5 tab 10's,linamac 5mg tablet 10s,380379,13.3,LIN0329,linamac 5 tab 10's,MACLEODS PHARMACEUTICALS LTD
LIN0335,linanext 5 tab 10's,linanext 5 tablet 10s,379518,15.9,LIN0335,linanext 5 tab 10's,MSN LABORATORIES LTD
LIN0336,linanext-m 2.5/500 tab 10's,linanext m 2.5mg/500mg tablet 10s,381058,10.9,LIN0336,linanext-m 2.5/500 tab 10's,MSN LABORATORIES LTD
LIN0340,linanat-m 2.5/500mg tab 10's,linanat m 2.5mg/500mg tablet 10s,378244,12,LIN0340,linanat-m 2.5/500mg tab 10's,NATCO PHARMA LTD
LIN0341,linanat-m 2.5/1000mg tab 10's,linanat m 2.5mg/1000mg tablet 10s,377686,12.5,LIN0341,linanat-m 2.5/1000mg tab 10's,NATCO PHARMA LTD
LIP0031,liponorm 5mg tab 10's,liponorm 5mg tablet 10s,228681,1.84,LIP0031,liponorm 5mg tab 10's,BLUE CROSS LABORATORIES PVT LTD
LIP0111,liponorm 40mg tab 10's,liponorm 40mg tablet 10s,228680,10.12,LIP0111,liponorm 40mg tab 10's,BLUE CROSS LABORATORIES PVT LTD
LIP0328,lipiout-10mg tab 10's,lipiout 10mg tablet 10s,382865,10.8,LIP0328,lipiout-10mg tab 10's,FOREGEN HEALTHCARE LTD
LIZ0074,lizrox 500mg tab 10's,lizrox 500mg tablet 10s,382966,59.5,LIZ0074,lizrox 500mg tab 10's,STANLEY HEALTHCARE PVT LTD
LMO0002,l montus tab 10's,l montus tablet 10s,223678,13,LMO0002,l montus tab 10's,FOURRTS (INDIA) LABORATORIES PVT LTD
LND0010,lndip-20mg tab 10's,lndip 20mg tablet 10s,382859,10.9,LND0010,lndip-20mg tab 10's,FUSION HEALTH CARE PVT LTD
LOH0008,lo hba 1 c tab 10's,lo hba 1 c tablet 10s,229499,10,LOH0008,lo hba 1 c tab 10's,KIM LABORATORIES PVT LTD
