item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
NAM0061,namyaa aarthava kshaya pcod&pcos tab 60's,,tablet,namyaa aarthava kshaya pcod&pcos,namyaa aarthava kshaya pcod&pcos 60s,1,namyaa aarthava kshaya,namyaa aarthava,namyaa,1,RG BIOCOSMETIC PVT LTD,,,449.0
NAS0199,nasiwar cold tab 10's,,tablet,nasiwar cold,nasiwar cold 10s,1,nasiwar,nasiwar,nasiwar,10,BIO WARRIORS PHARMACEUTICALS PVT LTD,,,45.0
NAT0046,natrum phosphoricum 6x tab 100's,,tablet,natrum phosphoricum 6x,natrum phosphoricum 6x 100s,1,natrum phosphoricum,natrum,natrum,1,MED-MEDISYNTH,,,70.0
NAT0252,nature bounty chromium pico. 800mcg 50 tab,,tablet,nature bounty chromium pico. 800mcg,nature bounty chromium pico. 800 50,1,nature bounty chromium pico.,nature bounty chromium,nature bounty,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,749.0
NAT0256,nature bounty multi day women c&i 100 tab,,tablet,nature bounty multi day women c&i,nature bounty multi day women c&i 100,1,nature bounty multi day women,nature bounty multi day,nature bounty multi,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,1699.0
NAT0290,nature bounty abc plus 100s tab,,tablet,nature bounty abc plus 100s,nature bounty abc plus 100s,1,nature bounty abc plus,nature bounty abc,nature bounty,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,1495.0
NAT0291,nature bounty abc plus 30s tab,,tablet,nature bounty abc plus 30s,nature bounty abc plus 30s,1,nature bounty abc plus,nature bounty abc,nature bounty,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,749.0
NAT0294,nature bounty cal citrate 100s tab,,tablet,nature bounty cal citrate 100s,nature bounty cal citrate 100s,1,nature bounty cal citrate,nature bounty cal,nature bounty,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,1295.0
NAT0308,nature bounty folic acid 400mcg 250s tab,,tablet,nature bounty folic acid 400mcg 250s,nature bounty folic acid 400 250s,1,nature bounty folic acid 400mcg,nature bounty folic acid,nature bounty folic,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,695.0
NAT0317,nature bounty multi-day m-supp 100 tab,,tablet,nature bounty multi day m supp,nature bounty multi day m supp 100,1,nature bounty multi day m,nature bounty multi day,nature bounty multi,1,MY NUTRITION SUPPLEMENTS PVT LTD,,,995.0
NAT0524,natalax tab 60's (eliph),,tablet,natalax,natalax 60s eliph,1,natalax,natalax,natalax,1,ELIPH NUTRITION PVT LTD,,,599.0
NAT0527,natrum sulphuricum 6x tab 100's,,tablet,natrum sulphuricum 6x,natrum sulphuricum 6x 100s,1,natrum sulphuricum,natrum,natrum,1,MED-MEDISYNTH,,,70.0
NAT0550,natures garden high strength aloe vera tab 30's,,tablet,natures garden high strength aloe vera,natures garden high strength aloe vera 30s,1,natures garden high strength aloe,natures garden high strength,natures garden high,1,APOLLO HOSPITALS ENTERPRIS LTD,,,899.0
NAT0577,nature's velvet calcium magnesium zinc new tab 60's,,tablet,natures velvet calcium magnesium zinc new,natures velvet calcium magnesium zinc new 60s,1,natures velvet calcium magnesium zinc,natures velvet calcium magnesium,natures velvet calcium,1,NATURES VELVET LIFECARE,,,1000.0
NAT0581,nature's velvet multi vitamin new tab 60's,,tablet,natures velvet multi vitamin new,natures velvet multi vitamin new 60s,1,natures velvet multi vitamin,natures velvet multi,natures velvet,1,NATURES VELVET LIFECARE,,,800.0
NAT0582,nature's velvet immunity booster new tab 60's,,tablet,natures velvet immunity booster new,natures velvet immunity booster new 60s,1,natures velvet immunity booster,natures velvet immunity,natures velvet,1,NATURES VELVET LIFECARE,,,1800.0
NAV0066,navayas loha -40 tab,,tablet,navayas loha,navayas loha 40,1,navayas,navayas,navayas,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,63.0
NAV0082,navaka guggulu 500*s tab,,tablet,navaka guggulu 500 s,navaka guggulu 500 s,1,navaka guggulu 500,navaka guggulu,navaka,1,DUMMY,,,685.0
NEE0003,neem guard 60's tab,,tablet,neem guard 60s,neem guard 60s,1,neem guard,neem,neem,1,ABBOTT LABORATORIES,,,4800.0
NEE0095,neecold  tab,,tablet,neecold,neecold,1,neecold,neecold,neecold,10,ADONIS LABORATORIES PVT LTD,,,2.98
NEE0240,neemol tab 60's (united),,tablet,neemol,neemol 60s united,1,neemol,neemol,neemol,1,UNITED LABORATORIES,,,150.0
NEP0101,nephromed tab 50's,,tablet,nephromed,nephromed 50s,1,nephromed,nephromed,nephromed,1,SUR-SURYA PHARMA,,,200.0
NEU0644,neumowel vh 15 tablet,,tablet,neumowel vh,neumowel vh 15,1,neumowel,neumowel,neumowel,1,HAR-HARI OM MANUFACTURERES,,,2.5
NEU1025,neuherbs true vitamin with iodine tab 60's,,tablet,neuherbs true vitamin with iodine,neuherbs true vitamin with iodine 60s,1,neuherbs true vitamin with,neuherbs true vitamin,neuherbs true,1,GLOBAL HEALTH CARE,,,899.0
NEW0218,newelcee plus s/f orange flav chew tab 15's,,tablet,newelcee plus s/f orange flav chew,newelcee plus s/f orange flav chew 15s,1,newelcee plus s/f orange flav,newelcee plus s/f orange,newelcee plus s/f,15,ELDER PHARMACEUTICALS LTD,,,5.0
NEX0294,nexbook 40mg tab 10's,,tablet,nexbook,nexbook 40 10s,1,nexbook,nexbook,nexbook,10,NOVELTY HEALTHSHINE PVT LTD,,,8.4
NIC0121,nicotex chewabel 4 gums pan flavour 4s tab,,tablet,nicotex chewabel 4 gums pan flavour 4s,nicotex chewabel 4 gums pan flavour 4s,1,nicotex chewabel 4 gums pan flavour,nicotex chewabel 4 gums pan,nicotex chewabel 4 gums,9,CIPLA LTD,,,6.5
NIC0122,nicotex pan s/f 2mg tab 4's,,tablet,nicotex pan s/f,nicotex pan s/f 2 4s,1,nicotex pan,nicotex,nicotex,9,CIPLA LTD,,,7.6
NIC0187,nicotex-4 mint plus tab 9's,,tablet,nicotex 4 mint plus,nicotex 4 mint plus 9s,1,nicotex 4 mint,nicotex 4,nicotex,9,CIPLA LTD,,,8.89
NID0076,nidd forte tab 10's (alopa),,tablet,nidd forte,nidd forte 10s alopa,1,nidd,nidd,nidd,10,ALOPA HERBAL HEALTHCARE PVT LTD,,,5.5
NIL0047,nilstone tab 10's,,tablet,nilstone,nilstone 10s,1,nilstone,nilstone,nilstone,10,CAH-CADILA HEALTHCARE LTD,,,175.0
NIL0081,nilfat tab,,tablet,nilfat,nilfat,1,nilfat,nilfat,nilfat,1,NEP-NEON LABORATORIES LTD,,,360.0
NIL0094,nilfat g tab,,tablet,nilfat g,nilfat g,1,nilfat,nilfat,nilfat,1,NEP-NEON LABORATORIES LTD,,,360.0
NIT0187,nithyananda ras - 40 tab,,tablet,nithyananda ras,nithyananda ras 40,1,nithyananda,nithyananda,nithyananda,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,66.0
NIT0226,nityam tab,,tablet,nityam,nityam,1,nityam,nityam,nityam,1,EMAMI LTD,,,3.0
NOC0065,nocal tab 30's (times drugs),,tablet,nocal,nocal 30s times drugs,1,nocal,nocal,nocal,1,TIMES BIOTECH,,,90.0
NOR0320,normact tab 10's,,tablet,normact,normact 10s,1,normact,normact,normact,10,KERALA AYURVEDA PHARMACY LTD,,,3.0
NOW0033,now c-1000 antioxidant protection tab 100's,,tablet,now c 1000 antioxidant protection,now c 1000 antioxidant protection 100s,1,now c 1000 antioxidant,now c 1000,now c,1,MUSCLEPRO NUTRITION PVT LTD,,,1800.0
NTY0002,ntyl-600 s/f orange flav effervescent tab 10's,,tablet,ntyl 600 s/f orange flav effervescent,ntyl 600 s/f orange flav effervescent 10s,1,ntyl 600 s/f orange flav,ntyl 600 s/f orange,ntyl 600 s/f,10,FORGO PHARMACEUTICALS PVT LTD,,,34.9
NUD0015,nudys tab (1x10)(tab),,tablet,nudys,nudys 10ss,2,nudys,nudys,nudys,10,NULIFE PHARMACEUTICALS PVT LTD,,,6.3
NUL0042,nuluk 10 10's tab,,tablet,nuluk 10 10s,nuluk 10 10s,1,nuluk 10,nuluk,nuluk,10,MASCOT HEALTH SEIRES PVT LTD,,,21.9
NUP0093,nuplates tab # carica papaya leaf,,tablet,nuplates,nuplates carica papaya leaf,1,nuplates,nuplates,nuplates,1,3M INDIA LTD,,,295.0
NUT0204,nutrigo total tab 10s(dabur),,tablet,nutrigo total,nutrigo total 10s dabur,1,nutrigo,nutrigo,nutrigo,10,DABUR INDIA LTD,,,7.5
NUT0206,nutrigo woman tab 10's(dabur),,tablet,nutrigo woman,nutrigo woman 10s dabur,1,nutrigo,nutrigo,nutrigo,10,DABUR INDIA LTD,,,9.0
NUT0417,nutrabet tab,,tablet,nutrabet,nutrabet,1,nutrabet,nutrabet,nutrabet,1,CHARAK PHARMACEUTICALS IND,,,12.0
NUT0616,nutashine-c orange flav chew tab 10's,,tablet,nutashine c orange flav chew,nutashine c orange flav chew 10s,1,nutashine c orange flav,nutashine c orange,nutashine c,10,MEDIGENESIS PHARMA PVT LTD,,,12.9
NUT0618,nutra c orange flav effervescent tab 20's,,tablet,nutra c orange flav effervescent,nutra c orange flav effervescent 20s,1,nutra c orange flav,nutra c orange,nutra c,1,NUTRALOID NUTRACEUTICALS PVT LTD,,,351.0
NUZ0014,nuzen 200mg tab 10's,,tablet,nuzen,nuzen 200 10s,1,nuzen,nuzen,nuzen,10,WEL-WELNBERG,,,12.74
NYC0037,nycee plus orange flav chew tab 15's,,tablet,nycee plus orange flav chew,nycee plus orange flav chew 15s,1,nycee plus orange flav,nycee plus orange,nycee plus,15,HINDUSTAN BIOSCIENCES LTD,,,4.2
O3B0001,o3 beta tab 10's,,tablet,o3 beta,o3 beta 10s,1,o3,o3,o3,10,BJPHARMACEUTICALS PVT LTD,,,29.9
O3F0002,o3 fa sgcap 10 tab 10's,,tablet,o3 fa sgcap,o3 fa sgcap 10 10s,1,o3 fa,o3,o3,10,PROFIC ORGANIC LTD,,,7.0
OBE0056,obesidat tab 60's,,tablet,obesidat,obesidat 60s,1,obesidat,obesidat,obesidat,1,ADONIS LABORATORIES PVT LTD,,,599.0
OJA0014,ojasaa tab 30's (tanvi herbals),,tablet,ojasaa,ojasaa 30s tanvi herbals,1,ojasaa,ojasaa,ojasaa,30,TAN-TANVI COLLECTION INDIA PVT,,,4.83
OJA0015,ojasaa 30 tab.,,tablet,ojasaa,ojasaa 30,1,ojasaa,ojasaa,ojasaa,1,3M INDIA LTD,,,145.0
OLA0317,olacis tab 10's (olamic),,tablet,olacis,olacis 10s olamic,1,olacis,olacis,olacis,10,OLAMIC PHARMA PVT LTD,,,59.9
OLM0402,olmicium-60k orange flav chew tab 4's,,tablet,olmicium 60k orange flav chew,olmicium 60k orange flav chew 4s,1,olmicium 60k orange flav,olmicium 60k orange,olmicium 60k,4,OLWEN LIFESCIENCES PVT LTD,,,25.0
OLY0030,olyvit-cz tangy pineapple & orange flav chew tab 15's,,tablet,olyvit cz tangy pineapple & orange flav chew,olyvit cz tangy pineapple & orange flav chew 15s,1,olyvit cz tangy pineapple & orange flav,olyvit cz tangy pineapple & orange,olyvit cz tangy pineapple &,1,OLYCARE LIFE SCIENCE LTD,,,225.0
ONE0095,one a day vitamins & minerals tab 30s,,tablet,one a day vitamins & minerals,one a day vitamins & minerals 30s,1,one a day vitamins &,one a day vitamins,one a day,30,NEUVITHRAH NUTRITION PVT LTD,,,24.93
ONE0213,one a day womens formula tablet 300s,,tablet,one a day womens formula,one a day womens formula 300s,1,one a day womens,one a day,one a,1,3M INDIA LTD,,,13.32
OPC0002,opcium american ice cream flav with mint chew tab 15's,,tablet,opcium american ice cream flav with mint chew,opcium american ice cream flav with mint chew 15s,1,opcium american ice cream flav with mint,opcium american ice cream flav with,opcium american ice cream flav,15,OPSIS CARE LIFESCIENCES PVT LTD,,,8.0
OPC0003,opcee-z orange flav chew tab 15's,,tablet,opcee z orange flav chew,opcee z orange flav chew 15s,1,opcee z orange flav,opcee z orange,opcee z,15,ORISON PHARMA,,,6.8
ORA0052,oraheal tab 10's,,tablet,oraheal,oraheal 10s,1,oraheal,oraheal,oraheal,10,ADONIS LABORATORIES PVT LTD,,,1.87
ORA0363,oral-d3 cz orange flav chew tab 10's,,tablet,oral d3 cz orange flav chew,oral d3 cz orange flav chew 10s,1,oral d3 cz orange flav,oral d3 cz orange,oral d3 cz,10,ARNEE LIFE SCIENCE,,,6.5
ORI0073,orinase d tab 10's,,tablet,orinase d,orinase d 10s,1,orinase,orinase,orinase,10,TRUGEN NEUROSCIENCES PVT LTD,,,6.4
ORT0191,ortox  tab,,tablet,ortox,ortox,1,ortox,ortox,ortox,10,DETOX REMEDIES,,,8.1
ORT0212,orthowin plus tab,,tablet,orthowin plus,orthowin plus,1,orthowin,orthowin,orthowin,10,AVENTURA LIFE SCIENCES,,,1.95
OSH0019,osheal tab 10's,,tablet,osheal,osheal 10s,1,osheal,osheal,osheal,10,MIL-MILLENIUM ACCESSORIES,,,4.3
OSI0038,osimpaya tab 10's (macmillon),,tablet,osimpaya,osimpaya 10s macmillon,1,osimpaya,osimpaya,osimpaya,10,MACMILLON PHARMACEUTICALS PVT LTD,,,6.3
OSS0057,ossimax tab 10's (depson),,tablet,ossimax,ossimax 10s depson,1,ossimax,ossimax,ossimax,10,DEPSON HEALTHCARE,,,9.8
OST0266,ostranil plus tab 10's,,tablet,ostranil plus,ostranil plus 10s,1,ostranil,ostranil,ostranil,10,SALVEO LIFECARE,,,7.0
OST0327,ostranil tab,,tablet,ostranil,ostranil,1,ostranil,ostranil,ostranil,1,SUR-SURYA PHARMA,,,195.0
OST0387,osteoferol-max chew strawberry flav tab 30's,,tablet,osteoferol max chew strawberry flav,osteoferol max chew strawberry flav 30s,1,osteoferol max chew strawberry,osteoferol max chew,osteoferol max,1,ZARGAN HEALTHCARE,,,250.0
OST0408,osteopep forte tab 10's,,tablet,osteopep forte,osteopep forte 10s,1,osteopep,osteopep,osteopep,10,FEMURA PHARMACEUTICALS PVT LTD,,,29.0
OUR0003,ourdaily vitamin c & zinc chew tab 15's,,tablet,ourdaily vitamin c & zinc chew,ourdaily vitamin c & zinc chew 15s,1,ourdaily vitamin c & zinc,ourdaily vitamin c &,ourdaily vitamin c,15,PIRAMAL PHARMA LIMITED,,,4.6
OVI0107,ovit cee orange flav chew tab 10's,,tablet,ovit cee orange flav chew,ovit cee orange flav chew 10s,1,ovit cee orange flav,ovit cee orange,ovit cee,10,OSCAR MEDICARE PVT LTD,,,5.5
OVO0006,ovoutoline foret tab,,tablet,ovoutoline foret,ovoutoline foret,1,ovoutoline,ovoutoline,ovoutoline,1,ZANDU PHARMACEUTICAL WORKS,,,2.9
OXI0169,oxichamp tab 10's,,tablet,oxichamp,oxichamp 10s,1,oxichamp,oxichamp,oxichamp,10,AAREEN HEALTHCARE PVT LTD,,,9.9
OXY0115,oxyflax isb tab 30's,,tablet,oxyflax isb,oxyflax isb 30s,1,oxyflax,oxyflax,oxyflax,1,DECCAN HEALTHACRE PVT LTD,,,13.3
PAC0156,pachak vati tab,,tablet,pachak vati,pachak vati,1,pachak,pachak,pachak,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.5
PAC0225,pachak vati-100 tab,,tablet,pachak vati,pachak vati 100,1,pachak,pachak,pachak,1,3M INDIA LTD,,,230.0
PAD0013,padhyashadangam tab 90's (bipha),,tablet,padhyashadangam,padhyashadangam 90s bipha,1,padhyashadangam,padhyashadangam,padhyashadangam,1,BIP-BIPHA,,,270.0
PAI0023,painmukti m.j tab,,tablet,painmukti m.j,painmukti m.j,1,painmukti,painmukti,painmukti,1,AYURCHEM PRODUCTS,,,4.67
PAI0041,painmukti sandhi cal tab,,tablet,painmukti sandhi cal,painmukti sandhi cal,1,painmukti sandhi,painmukti,painmukti,15,AYU-AYUSHAKTI-AAH,,,7.83
PAN0672,pankaja kasthuri tab,,tablet,pankaja kasthuri,pankaja kasthuri,1,pankaja,pankaja,pankaja,1,PAN-PANKAJ,,,300.0
PAN0898,pankaja kasturi breatheaz 60s tab,,tablet,pankaja kasturi breatheaz 60s,pankaja kasturi breatheaz 60s,1,pankaja kasturi breatheaz,pankaja kasturi,pankaja,1,PANKAJ PHARMA& BIOCHEMICALS,,,3.83
PAN1214,panchatikta gruta tab 60's,,tablet,panchatikta gruta,panchatikta gruta 60s,1,panchatikta,panchatikta,panchatikta,1,OM PHARMACEUTICALS,,,12.5
PAN1479,panion tab,,tablet,panion,panion,1,panion,panion,panion,10,WIN TRUST,,,2.75
PAN1725,panbrit 40mg tab 10's,,tablet,panbrit,panbrit 40 10s,1,panbrit,panbrit,panbrit,10,ELBRIT LIFE SCIENCES PVT LTD,,,7.2
PAN1821,panion tab 100's (win trust),,tablet,panion,panion 100s win trust,1,panion,panion,panion,1,WIN TRUST,,,262.0
PAN1852,pancee-z orange flav chew tablet 30's,,tablet,pancee z orange flav chew,pancee z orange flav chew 30s,1,pancee z orange flav,pancee z orange,pancee z,1,JODIAC PHARMACEUTICALS,,,180.0
PAN1930,pan-cz orange flav chew tab 15's,,tablet,pan cz orange flav chew,pan cz orange flav chew 15s,1,pan cz orange flav,pan cz orange,pan cz,15,JODIAC PHARMACEUTICALS,,,6.0
PAP0092,paplate tab 15's (minova),,tablet,paplate,paplate 15s minova,1,paplate,paplate,paplate,15,MINOVA LIFE SCIENCES PVT LTD,,,21.33
PAP0101,papasa 1100 tab 15's (zota),,tablet,papasa,papasa 1100 15s zota,1,papasa,papasa,papasa,15,ZOTA HEALTH CARE LTD,,,21.66
PAR0857,pariden tab 10's (mace pharma),,tablet,pariden,pariden 10s mace pharma,1,pariden,pariden,pariden,10,MACE PHARMA PVT LTD,,,28.5
PAR0871,parangipattai tab 100's (skm),,tablet,parangipattai,parangipattai 100s skm,1,parangipattai,parangipattai,parangipattai,1,SKM-SKM SIDDA AND AYURVED COM,,,72.0
PAR1085,parazar tab,,tablet,parazar,parazar,1,parazar,parazar,parazar,15,3M INDIA LTD,,,33.24
PAT0041,pathrina tab 50s (baidynath),,tablet,pathrina,pathrina 50s baidynath,1,pathrina,pathrina,pathrina,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,99.0
PAT0233,pathrizo lemon flav effervescent tab 16's (azmed),,tablet,pathrizo lemon flav effervescent,pathrizo lemon flav effervescent 16s azmed,1,pathrizo lemon flav,pathrizo lemon,pathrizo,1,AZMED HEALTHCARE PVT LTD,,,400.0
PAV0012,pavazham tab,,tablet,pavazham,pavazham,1,pavazham,pavazham,pavazham,1,DUMMY,,,266.0
PAY0004,paysun tab 15's,,tablet,paysun,paysun 15s,1,paysun,paysun,paysun,15,SUNGRACE PHARMA LTD,,,21.33
PEL0071,pel-c plus +orange flav chew tab 30's,,tablet,pel c plus +orange flav chew,pel c plus +orange flav chew 30s,1,pel c plus +orange flav,pel c plus +orange,pel c plus,1,PELZAR'S HEALTHCARE,,,180.0
PEN0254,penhex -d tab 10's,,tablet,penhex d,penhex d 10s,1,penhex,penhex,penhex,10,ALGEN HEALTHCARE LTD,,,9.0
PEN0408,peno tab 10's,,tablet,peno,peno 10s,1,peno,peno,peno,10,CUROPRIME PHARMA LTD,,,3.3
PER0116,perfect tab 10's,,tablet,perfect,perfect 10s,1,perfect,perfect,perfect,10,ADONIS LABORATORIES PVT LTD,,,28.0
PET0114,petsafa tab 30's,,tablet,petsafa,petsafa 30s,1,petsafa,petsafa,petsafa,1,DIVISA HERBAL CARE,,,78.0
PHO0057,photon 20mg tab 10's,,tablet,photon,photon 20 10s,1,photon,photon,photon,10,PFIMEX PHARMACEUTICALS,,,4.0
PHY0072,phytocid-gt tab,,tablet,phytocid gt,phytocid gt,1,phytocid,phytocid,phytocid,10,ALKEM LABORATORIES LTD,,,13.0
PIL0104,pilocure tab 10's,,tablet,pilocure,pilocure 10s,1,pilocure,pilocure,pilocure,10,ALPA LABORATORIES LTD,,,3.5
PIL0165,pilesoft tab 10's (smart),,tablet,pilesoft,pilesoft 10s smart,1,pilesoft,pilesoft,pilesoft,10,SMART LABORATORIES PVT LTD,,,4.0
PIO0197,piorhoids 25s tab,,tablet,piorhoids 25s,piorhoids 25s,1,piorhoids,piorhoids,piorhoids,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,3.5
PIR0030,pirrhoids tab,,tablet,pirrhoids,pirrhoids,1,pirrhoids,pirrhoids,pirrhoids,1,3M INDIA LTD,,,3.5
PIR0074,pirfetab 200 mg tab 10's,,tablet,pirfe,pirfe 200s 10s,2,pirfe,pirfe,pirfe,10,GERMAN REMEDIES LTD,,,17.7
PIT0029,pittashekhar rasa tab 30's (shree),,tablet,pittashekhar rasa,pittashekhar rasa 30s shree,1,pittashekhar,pittashekhar,pittashekhar,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,485.0
PLA0281,platipump tab,,tablet,platipump,platipump,1,platipump,platipump,platipump,10,ADONIS LABORATORIES PVT LTD,,,24.0
PLA0287,platcare tab 10's,,tablet,platcare,platcare 10s,1,platcare,platcare,platcare,10,REDICARE PHARMA PVT LTD,,,14.0
PLA0300,platwell tab 15's,,tablet,platwell,platwell 15s,1,platwell,platwell,platwell,15,QUREWELL HEALTH SCIENCE PVT LTD,,,53.26
PLA0302,platted tab 10's,,tablet,platted,platted 10s,1,platted,platted,platted,10,CARE LABORATORIES PVT LTD,,,19.0
PLA0317,platenza tab 20's (the himalaya),,tablet,platenza,platenza 20s the himalaya,1,platenza,platenza,platenza,20,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,3.0
PLA0347,platgraph tab 10's (votary),,tablet,platgraph,platgraph 10s votary,1,platgraph,platgraph,platgraph,10,VOTARY LABORATORIES LTD,,,13.0
PLA0365,platelup tab 15's (lupin),,tablet,platelup,platelup 15s lupin,1,platelup,platelup,platelup,15,LUPIN LABORATORIES LTD,,,16.8
PLA0398,platedale tab 10's (allendale),,tablet,platedale,platedale 10s allendale,1,platedale,platedale,platedale,10,ALLENDALE BIO SCIENCES,,,22.0
PLA0400,platoveda tab 15's (herbal),,tablet,platoveda,platoveda 15s herbal,1,platoveda,platoveda,platoveda,15,HER-HERBALRESEARCHINSTITUTE,,,16.67
PLA0402,platonic tab 15's (bionics),,tablet,platonic,platonic 15s bionics,1,platonic,platonic,platonic,15,BIO-BIONICS ORTHOTICS,,,21.66
PLA0403,platowave tab 10's (venova),,tablet,platowave,platowave 10s venova,1,platowave,platowave,platowave,10,VENOVA PHARMACEUTICALS PVT LTD,,,29.0
PLE0123,pletivit tab 10's (ozenius),,tablet,pletivit,pletivit 10s ozenius,1,pletivit,pletivit,pletivit,10,OZENIUS PHARMACEUTICALS,,,21.5
PLI0010,plix apple cider vinegar 15 tablets,,tablet,plix apple cider vinegar,plix apple cider vinegar 15,1,plix apple cider,plix apple,plix,1,SATIYA NUTRACEUTICALS PVT LTD,,,349.0
PLI0011,plix garcinia cambogia cin + ginger tab 15's,,tablet,plix garcinia cambogia cin plus ginger,plix garcinia cambogia cin plus ginger 15s,1,plix garcinia cambogia cin plus,plix garcinia cambogia cin,plix garcinia cambogia,1,SATIYA NUTRACEUTICALS PVT LTD,,,349.0
PLI0012,plix japanese matcha lemon tab 15's,,tablet,plix japanese matcha lemon,plix japanese matcha lemon 15s,1,plix japanese matcha,plix japanese,plix,1,SATIYA NUTRACEUTICALS PVT LTD,,,349.0
PLI0013,plix l-carnitine apple cider vinegar tab 15's,,tablet,plix l carnitine apple cider vinegar,plix l carnitine apple cider vinegar 15s,1,plix l carnitine apple cider,plix l carnitine apple,plix l carnitine,1,SATIYA NUTRACEUTICALS PVT LTD,,,399.0
PLI0014,plix olena hyaluronic acid+ blue berry tab 15's,,tablet,plix olena hyaluronic acid+ blue berry,plix olena hyaluronic acid+ blue berry 15s,1,plix olena hyaluronic acid+ blue,plix olena hyaluronic acid+,plix olena hyaluronic,1,SATIYA NUTRACEUTICALS PVT LTD,,,349.0
PLI0015,plix probiotics+ apple cider vinegar tab 15's,,tablet,plix probiotics+ apple cider vinegar,plix probiotics+ apple cider vinegar 15s,1,plix probiotics+ apple cider,plix probiotics+ apple,plix probiotics+,1,SATIYA NUTRACEUTICALS PVT LTD,,,399.0
PLI0016,plix good gut pre+probiotic tablet 15's,,tablet,plix good gut pre+probiotic,plix good gut pre+probiotic 15s,1,plix good gut,plix good,plix,1,SATIYA NUTRACEUTICALS PVT LTD,,,449.0
PLI0020,plix ashwa calm lemon flavor tab 15's,,tablet,plix ashwa calm lemon flavor,plix ashwa calm lemon flavor 15s,1,plix ashwa calm lemon,plix ashwa calm,plix ashwa,1,SATIYA NUTRACEUTICALS PVT LTD,,,349.0
PLU0047,pluss d3 gold orange flav chew tab 20's,,tablet,pluss d3 gold orange flav chew,pluss d3 gold orange flav chew 20s,1,pluss d3 gold orange flav,pluss d3 gold orange,pluss d3 gold,20,CAR-CARDIAB CARE,,,7.25
POL0334,polite vh 14 tab,,tablet,polite vh,polite vh 14,1,polite,polite,polite,1,HAR-HARI OM MANUFACTURERES,,,75.0
POO0012,poorna chandirodhayam tab,,tablet,poorna chandirodhayam,poorna chandirodhayam,1,poorna,poorna,poorna,1,SID-SIDDHI ENTERPRISE,,,684.0
PRA0068,praval panchamrit tab,,tablet,praval panchamrit,praval panchamrit,1,praval,praval,praval,1,DABUR INDIA LTD,,,59.0
PRA0073,prasham tab,,tablet,prasham,prasham,1,prasham,prasham,prasham,1,AYU-AYURVEDA RASAAHALA,,,1.63
PRA0076,praval pishti tab,,tablet,praval pishti,praval pishti,1,praval,praval,praval,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,190.0
