Product Code,Product Name,Pack Size,Company,catg,subcatg,MRP
332931000,GLUTIM EYE DROP,5ML.,OPTHO REMIDES,,,56.84
26742,GLYCOHALE FB ROTACAP,10CAP,CIPLA LTD,,,503.73
4205,HALOX S OINT 20GM,20GM,RANBAXY,,,270
21815,HEPABLISS,10TAB,ADZO LIFESCIENCES,,,150
29674,HEPATOPIX SUS,200ML,ELTROPIX PHARMACEUTICALS,,,175
8785,IMDUR 30MG TAB,30TAB,ASTRAZENECA,,,174.3
16883,KZ SOAP 125GM,125GM,H&H HEALTH CARE,,,240
326031027,LOGIDRUF  SHAMPOO 100ML,100ML,CANIXA LIFE SCIIENCES PVT LTD,,,350
330230997,LOTISOL 2 EYE DROP,5ML,NRI,,,90
330230998,LOTISOL 5 EYE DROP,5ML,NRI,,,120
332931038,LUBRINAC EYE DROP,10ML,OPTHO REMIDES,,,218.9
319131070,VALPRID CR 300 15TAB,15TAB,MICRO,,,117.42
328331151,LULIZOL LOTION  20ML,20ML,KLM LABORATORIES,,,285
26199,VAPORUB XTRA STRONG 50ML,50ML,PROCTER AND GAMBLE,,,185
30098,MACGEST SR 200MG,10TAB,MACLEODS,,,416.9
25941,VASELINE INT. CARE DEEP MOIST 400 ML,400ML,HINDUSTAN UNILIVER LTD,,,575
25679,MANFORCE CONDOMS(CHOCOLATE+HAZELNUT) 10S,10PCS,MANKIND OTC,,,90
20850,MAXRICH LOTION 150ML,150ML,Glenmark Pharmaceuticals Ltd,,,425
28690,MEKORED-XT SYP,200ML,SUNMECK PHARMA PRIVATE LIMITED,,,195
15281,MET XL 25 TAB,20TAB,AJANTA PHARMA LTD,,,100.12
23012,MET XL 75,10TAB,AJANTA PHARMA LTD,,,124
24646,METAFINE CREAM 15GM,15GM,SANSTUTI PHARMACEUTICALS,,,142
20350,MINOKEM 5% SPRAY,60ML,ALKEM,,,820
16548,VEET HRC NORMAL SKIN 25G,1TAB,RECKIT BENCKISER INDIA PVT LTD,,,55
19662,MINOKEM-F 5% SOLUTION,60ML,ALKEM,,,810
7243,MINOZ ER 65 TAB,10TAB,RANBAXY,,,418
351131047,MLOBE-KT EYE DROP,5ML,SAPIENT LABROTORIES LTD,,,125
330231036,MO 4 DX EYE DROP,5ML,NRI,,,99
30710,MOIZTAL BAR 75GM,75GM,TALENT INDIA LTD,,,175
10186,MOMOZ CREAM 10GM,10GM,TORRENT,,,181.45
20369,MORR PRO HAIR SERUM,60ML,INTAS PHARMACEUTICALS,,,930
328331033,MUPISOFT  5GM,5GM,KLM LABORATORIES,,,115
330231037,NATA  AID EYE DROP,5ML,NRI,,,110
12965,VICKS 25ML,25ML,PROCTER AND GAMBLE,,,75
7195,NEKSIUM 40MG TAB,10TAB,PFIZER,,,129.11
22590,VICKS DROP 1180+120 JAR,JAR,PROCTER AND GAMBLE,,,1180
21548,VICKS INHLER (KEY CHAIN)  5GMS,5GM,PROCTER AND GAMBLE,,,59
9575,NEWTEL BETA 50 TAB,10TAB,SYSTOPIC,,,71
22312,NIINE ULTRA NS,1PCS,PROCTER AND GAMBLE,,,45
22587,VICKS VAPORAB 25ML 19+1,25ML,PROCTER AND GAMBLE,,,1600
22588,VICKS VAPORAB 50ML,50ML,PROCTER AND GAMBLE,,,145
3299,NUROCOL TAB,10TAB,MICRO,,,700
9539,OLSAR-M 25 TAB,10TAB,TORRENT,,,174.5
11359,PARAACHE P TAB,10TAB,SEQMED,,,68
29285,PHOSACE-C TAB,15TAB,YTILIGA PHARMACEUTICALS,,,0
46,PHYTORAL TAB,10TAB,MICRO,,,430
15139,PRED FORTE OPTHALMIC SOL.,10ML,ALLERGAN INDIA PVT LTD,,,62.46
17341,PROHANCE JUNIOR CHOCO POW.,200GM,RANBAXY,,,320
26217,PYLOKIT AC KIT,7KITS,CIPLA LTD,,,173.25
30163,VILDEE M 1000  TAB,15TAB,TALENT INDIA LTD,,,165
29927,VILODON 20MG TAB,10S,MSN LABORATORIES,,,156.15
350231039,RADIANT-LITE CREAM,20GM,PERCOS INDIA PVT LTD,,,480
326031045,RAYSOFT EYE DROP,10ML,RAYMED PHARMACEUTICALS LTD,,,220
20842,REVOLIZER DEVICE,1TAB,CIPLA LTD,,,297.93
327431020,VIRSOL GEL,5G,AJANTA PHARMA LTD,,,157.5
7857,ROXID M TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,220.2
30233,VITA 21 TAB,10TAB,MEDISTE PHARMA,,,290
22702,SENSODYNE FRESH GEL 40GM,40GM,GALAXO SMITH KLINE OTC,,,80
27514,SIM-MOM VANILA 400GM BIB/IN32,400GM,ABBOTT NUTRA,,,515
4757,SIOCARE CAP,10CAP,ALBERT DAVID,,,60.69
30787,SONAX 75 CAP,15TAB,ERIS PHARMA,,,247.74
21727,SUNCROS MATTE FINISH SOFT GEL,50GM,RANBAXY,,,799
10962,VOGLI GM 2 TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,196
23318,VOGLI GM 2FORTE,1TAB,MEDLEY PHARMACEUTICALS LTD,,,147
30753,TELSAR BISO 5MG,10TAB,TORRENT,,,141.5
17363,TENEBITE M 20/500 TAB,15TAB,CORONA REMIDIES PVT.LTD,,,256.9
26060,TREMENDUS SP TAB,10TAB,GRANDCURE HEALTHCARE PVT LTD,,,92.95
29398,TRUZEN WATERMELON FLAVOUR 70GM,70GM,TRUHEALTHY LLP,,,0
17355,VIOPATCH BACK PAIN XL PATCH *,5*200 CM,OTHERS,,,500
30165,VOGLITAL 0.3 TAB,10TAB,TALENT INDIA LTD,,,92.85
5885,VOGLITOR MF 0.3 TAB,10TAB,TORRENT,,,132.85
30937,ZYDIGLOW FACE WASH,100GM,ZYDILLAC DERMACEUTICALS,,,262
30307,ARORAB HD TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,159
15350,AXBEX SYP,100ML,OZONE,,,85.18
321030989,BILUMA ADVANCE DAY CREAM  50GM,50GM,GALDERMA,,,1185
321030990,BILUMA ADVANCE NIGHT CREAM  45GM,45GM,GALDERMA,,,1325
27140,BRITZILAM 25 TAB,10TAB,TORRENT,,,136.9
30312,CALGROW-C TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,139.9
17376,CARMICIDE ADULT SYP 100ML,100ML,INDOCO REMEDIES LTD,,,99
21847,WAHOO SOOTHER,1TAB,OTHERS,,,300
26121,CETAPHIL DAILY EXFOLIATING CLEANSER 178ML,178ML,GALDERMA,,,850
25576,CYCLOMID EYE DROP 3ML,3ML,JAWA PHARMACEUTICALS PVT.LTD,,,136.36
31031,CYCLOTEAR EYE DROP,3ML,ENTOD PHARMACEUTICALS LTD,,,332.5
25454,DIOVOL LA MINT SYP,200ML,WALLACE PHARMA,,,131.88
26029,EGA CREAM  30 GM,30GM,CURATIO HEALTHCARE IND LTD,,,1400
15769,WHISPER CHOICE ULTRA,6PSC,PROCTER AND GAMBLE,,,45
15779,WHISPER CHOICE WINGS 20S,"20,PC",PROCTER AND GAMBLE,,,99
23955,WHISPER CHOICE WINGS 6S,6PCS,PROCTER AND GAMBLE,,,32
23954,WHISPER CHOICE XL 6,6PCS,PROCTER AND GAMBLE,,,38
27479,EYEGILE CREAM -AM&PM,30GM,FIXDERMA INDIA PVT LTD,,,1485
23287,WHISPERS LINERS 20,1TAB,PROCTER AND GAMBLE,,,105
23293,WHISPERSOFT NITE XXXL+4,1TAB,PROCTER AND GAMBLE,,,125
25167,WHISPR ULT ON XL+7S,1,PROCTER AND GAMBLE,,,90
23295,WHISPR ULT ON XXL+6S,1TAB,PROCTER AND GAMBLE,,,110
6159,EYEZ GEL 40 PLUS,15ML,SALVE PHARMA,,,798
30316,GABAFIX-M TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,134.9
21917,GILLETTE PRESTO  B3G1,1PCS,PROCTER AND GAMBLE,,,60
28497,GLUCO ONE BLOOD GLUCOSE,1,SURGICAL ITEM,,,1490
16517,GODREJ HAIR COLOR BLACK,21,GODREJ HOMECARE,,,144
19523,GOLITE SKIN LIGHTENING CREAM,15GM,USV,,,499
17512,HUMINSULIN 30/70 SOLUTION FOR INJECTION 40IU/ML,10ML,E-LILLY,,,174
16892,IMMU C PLUS TAB,10TAB,MANKIND,,,70
24546,K-COR 10TAB,30TAB,MACLEODS,,,543
10682,L-CIN 250 TAB,10TAB,LUPIN LTD,,,53.44
23940,LACTOCALAMINE GREEN 30ML,30ML,PIRAMAL,,,75
17157,MANFORCE CONDOMS (PINEAPPLE),3PCS,MANKIND OTC,,,40
17155,MANFORCE CONDOMS (STRAWBERRY +VANILA),3PCS,MANKIND OTC,,,30
21450,XLHA EYE DROP,10ML,SUNWAYS INDIA PVT LTD,,,450
8017,MARTIFUR TAB,14TAB,WATER BUSHNELL,,,79.57
26275,MLOBE-LP EYE DROP  5ML,5ML,SAPIENT LABROTORIES LTD,,,178
10189,MOMOZ S OINT,15GM,TORRENT,,,179.65
316931034,NEPABLU EYE DROP,5ML,LUPIN LTD,,,229.7
339931041,NEPANAC EYE DROP,5ML,RAYMED PHARMACEUTICALS LTD,,,170
30527,NEUROTAB-NT 100,10TAB,VIGILANT LIFE SCIENCES PVT LTD,,,115
22114,YOGI ALOEVERA GEL 60GM,60TAB,OTHERS,,,50
8840,NEW HAIR 4U 5% SOLUTION,60ML,Glenmark Pharmaceuticals Ltd,,,736
7860,NEW LIVFIT SYP,200ML,ALEMBIC PHARMACEUTICALS LTD,,,197
350231005,NO SOAP GENTLE SKIN CLEANSER 250ML,250ML,PERCOS INDIA PVT LTD,,,585
16878,NOVOMIX 30 100IU/ML PENFILL,5*3ML,E-LILLY,,,4259.2
17053,NOVORAPID FLEXPEN 100IU/ML SOL,1PEN,E-LILLY,,,1052.7
6429,NURODAY-D3 TAB,15TAB,DR. REDDY LABORATORIES LTD,,,315
8032,OCID DSR CAP,10CAP,ZYDUS CADILA HEALTHCARE LTD,,,240.9
18658,OLEANZ RT 15 TAB,10TAB,SUN PHARMA 2,,,163
18656,OLEANZ RT 20 TAB,10TAB,SUN PHARMA 2,,,197
14545,OLKEM TRIO 40 TAB,10TAB,ALKEM,,,255
24631,OMEGA-4U 10TAB,10TAB,SANSTUTI PHARMACEUTICALS,,,160
23406,OMEGARIS FORTE TAB,10TAB,OCURIS PHARMA,,,190
23389,ORIMAX-N EAR DROP,5ML,OCURIS PHARMA,,,75
17615,PANLIPASE 10000,15TAB,SUN PHARMA 2,,,369
17007,PANSEC  TAB,10TAB,CIPLA LTD,,,198.07
28318,PEDIASURE 7 PLUS CHOCO 400GM BIB,400GM,ABBOTT NUTRA,,,510
28316,PEDIASURE 7 PLUS VANILLA 400GM BIB,400GM,ABBOTT NUTRA,,,460
28781,PICROGARD POWDER,400GM,V R MED HEALTHCARE,,,899
20451,POWERCORT-S 3% OINT,30GM,Glenmark Pharmaceuticals Ltd,,,114
29650,PROVIAM POWDER 500GM,500GM,AKCENT HEALTHCARE,,,3520
9651,PURCHASE @ 12%,,PUR 12%,,,0
22176,PURE HANDS 200ML (STRAWBERRY),100ML,HIMALAYA DRUG CO.,,,100
21109,RETINOX CAPULE,30CAP,AJANTA PHARMA LTD,,,196.33
14583,SCAREND SILICONE GEL,10GM,MANKIND,,,469
28150,SEBAMED BABY CLEANSING BAR 100GM,100GM,SEBAMED,,,285
28146,SEBAMED BABY CLEANSING BAR 150GM,150GM,SEBAMED,,,410
20608,SENSOFORM GUM PAINT,20ML,INDOCO REMEDIES LTD,,,100
30739,SITAMAX D 10/100,10TAB,AJANTA PHARMA LTD,,,180
28364,SO SOFT CREAM 50GM,50GM,BRAWN COSMETICS & HERBALS PVT,,,110
24601,SOL-K CREAM 30GM,30GM,SANSTUTI PHARMACEUTICALS,,,180
18091,ZOLINE PLUS EYE DROP,10ML,AJANTA PHARMA LTD,,,104
27502,STRENGTHENING CONDITIONER 300ML,300ML,FIXDERMA INDIA PVT LTD,,,1250
27331,SUPERSPAS SYP  200ML,200ML,SEAGULL LABORATORIES PVT LTD,,,101
351131048,ZONAFRESH EYE DROP,10ML,SAPIENT LABROTORIES LTD,,,154
13537,TEAR DROP GEL,10ML,SUN PHARMA 2,,,220.15
14271,TENEPAN TAB,10TAB,MANKIND,,,108.9
9454,TRI TELSAR 40 HS TAB,10TAB,TORRENT,,,139.35
17238,TRIGAINE CAFFEINE SHAMPOO,200ML,APPLE THERAPEUTICS LTD,,,723
29393,TRUHANZ VANILA HP-450GM JAR,450GM,TRUHEALTHY LLP,,,0
21391,ULTRAMOL 650 TAB,10TAB,ARISTO,,,20.61
24648,UVGLARE SUNSCREEN LOTION 70GM,75GM,SANSTUTI PHARMACEUTICALS,,,380
21370,VEET CREAM 30GM,30GM,RECKIT BENCKISER INDIA PVT LTD,,,75
